Full Name,Political Party,Party Short,Twitter,Notes
İbrahim Özden KABOĞLU,Cumhuriyet Halk Partisi,CHP,https://twitter.com/ibrahimkaboglu,İstanbul
Çiğdem ERDOĞAN ATABEK,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/cigdematabek,Sakarya
Saliha Sera KADIGİL SÜTLÜ,Türkiye İşçi Partisi,TİP,https://twitter.com/serakadigil,İstanbul
Meliha AKYOL,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/melihaakyol77,Yalova
Cemal BEKLE,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/Cbekle,İzmir
Olcay KILAVUZ,Milliyetçi Hareket Partisi,MHP,https://twitter.com/OlcayKilavuz,Mersin
Bayram YILMAZKAYA,Cumhuriyet Halk Partisi,CHP,https://twitter.com/vekilyilmazkaya,Gaziantep
Musa PİROĞLU,Halkların Demokratik Partisi,HDP,https://twitter.com/musaproglu,İstanbul
Gültekin UYSAL,Demokrat Parti,DP,https://twitter.com/DpGultekinUysal,Afyonkarahisar
Semra KAPLAN KIVIRCIK,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/skaplankivircik,Manisa
Fatih Süleyman DENİZOLGUN,Adalet ve Kalkınma Partisi,AKP,,İstanbul
Özgür CEYLAN,Cumhuriyet Halk Partisi,CHP,https://twitter.com/ozgurceylanchp,Çanakkale
Müşerref Pervin Tuba DURGUT,Adalet ve Kalkınma Partisi,AKP,,İstanbul
Zülfü Tolga AĞAR,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/zulfutolgagar,Elazığ
Yelda EROL GÖKCAN,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/yeldagokcan,Muğla
Mehmet Ali ÖZKAN,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ozkanmehmetali,Manisa
İbrahim ÖZYAVUZ,Milliyetçi Hareket Partisi,MHP,https://twitter.com/iozyavuz1963,Şanlıurfa
Nazır Cihangir İSLAM,Cumhuriyet Halk Partisi,CHP,https://twitter.com/cihangirislam,İstanbul
Jülide İSKENDEROĞLU,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/jiskenderoglu,Çanakkale
Aydın ÖZER,Cumhuriyet Halk Partisi,CHP,https://twitter.com/aydinozer07,Antalya
Tuba VURAL ÇOKAL,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/tubavuralcokal,Antalya
Barış Atay MENGÜLLÜOĞLU,Türkiye İşçi Partisi,TİP,https://twitter.com/barisatay,Hatay
Erol KATIRCIOĞLU,Halkların Demokratik Partisi,HDP,https://twitter.com/ErolKat,İstanbul
Erdal AYDEMİR,Halkların Demokratik Partisi,HDP,https://twitter.com/averdalaydemir,Bingöl
Burak ERBAY,Cumhuriyet Halk Partisi,CHP,https://twitter.com/burakerbaychp,Muğla
Ali KEVEN,Cumhuriyet Halk Partisi,CHP,https://twitter.com/alikevenyozgat,Yozgat
Ulaş KARASU,Cumhuriyet Halk Partisi,CHP,https://twitter.com/ulasskarasu,Sivas
Mehmet Habib SOLUK,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/mhabibsoluk,Sivas
Efkan ALA,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/efkanala,Bursa
Cem Uzan,Genç Parti,GP,https://twitter.com/uzancc,
Temel Karamollaoğlu,Saadet Partisi,DSP,https://twitter.com/T_Karamollaoglu,
Abdullah Levent Tüzel,Halkların Demokratik Partisi,HDP,https://twitter.com/LeventTuzel,İstanbul
Abdullah Zeydan,Halkların Demokratik Partisi,HDP,https://twitter.com/AbdullahZeydan,Hakkari
Abdurrahim Boynukalın,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/A_Boynukalin,İstanbul
Abdurrahman Öz,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/AbdurrahmanOz09,Aydın
Abdülkadir Akgül,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/akgulkadir66,Yozgat
Adem Tatlı,Adalet ve Kalkınma Partisi,AKP,,Giresun
Adem Yeşildal,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ademyesildal,Hatay
Adem Özcaner,Halkların Demokratik Partisi,HDP,,Van
Adnan Boynukara,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/AdnanBoynukara,Adıyaman
Adnan Yılmaz,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/adnanyilmaz_,Erzurum
Adnan Şefik Çirkin,Milliyetçi Hareket Partisi,MHP,https://twitter.com/cirkinoglu,Hatay
Ahmet Demircan,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/AhmetMisbah,Samsun
Ahmet Doğan,Adalet ve Kalkınma Partisi,AKP,,Kayseri
Ahmet Gündoğdu,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ahmetgundogdu01,Ankara
Ahmet Kenan Tanrıkulu,Milliyetçi Hareket Partisi,MHP,https://twitter.com/akenantanrikulu,İzmir
Ahmet Selim Yurdakul,Milliyetçi Hareket Partisi,MHP,https://twitter.com/ahmet__yurdakul,Antalya
Ahmet Yıldırım,Halkların Demokratik Partisi,HDP,https://twitter.com/ahmetyildirihdp,Muş
Ahmet İyimaya,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ahmet_iyimaya,Ankara
Akın Üstündağ,Cumhuriyet Halk Partisi,CHP,https://twitter.com/aknustundag48,Muğla
Alev Dedegil,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/alev_dedegil,İstanbul
Ali Akyıldız,Cumhuriyet Halk Partisi,CHP,https://twitter.com/AliAkyildiz58,Sivas
Ali Atalan,Halkların Demokratik Partisi,HDP,https://twitter.com/AliAtalan68,Batman
Ali Aydınlıoğlu,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/AydinliogluA,Balıkesir
Ali Ercoşkun,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/AliErcoskun,Bolu
Ali Haydar Hakverdi,Cumhuriyet Halk Partisi,CHP,https://twitter.com/ahhakverdi,Ankara
Ali Haydar Konca,Halkların Demokratik Partisi,HDP,https://twitter.com/AliHaydarKonca,Kocaeli
Ali Kilci,Milliyetçi Hareket Partisi,MHP,,Kayseri
Ali Uzunırmak,Milliyetçi Hareket Partisi,MHP,https://twitter.com/AliUzunirmak,Aydın
Ali Yiğit,Cumhuriyet Halk Partisi,CHP,,İzmir
Ali Öz,Milliyetçi Hareket Partisi,MHP,https://twitter.com/aliozmersin,Mersin
Ali Özcan,Cumhuriyet Halk Partisi,CHP,https://twitter.com/chpaliozcan,İstanbul
Ali İnci,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/aliinci54,Sakarya
Alim Işık,Milliyetçi Hareket Partisi,MHP,https://twitter.com/AlimISIK,Kütahya
Alparslan Ahmet Dursun,Milliyetçi Hareket Partisi,MHP,https://twitter.com/Adursun15,Burdur
Alpaslan Kavaklıoğlu,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/alp_kavaklioglu,Niğde
Altan Tan,Halkların Demokratik Partisi,HDP,https://twitter.com/AltanTan1958,Diyarbakır
Asiye Kolçak,Halkların Demokratik Partisi,HDP,https://twitter.com/asiyekolcakhdp,Bursa
Aslan Savaşan,Milliyetçi Hareket Partisi,MHP,https://twitter.com/aslansavasan,İzmir
Atila Kaya,Milliyetçi Hareket Partisi,MHP,https://twitter.com/AtilaKaya_MHP,İstanbul
Aycan İrmez,Halkların Demokratik Partisi,HDP,https://twitter.com/aycanirmez,Şırnak
Aydın Uslupehlivan,Cumhuriyet Halk Partisi,CHP,https://twitter.com/auslupehlivan01,Adana
Aydın Ünal,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/_aydinunal,Ankara
Ayhan Bilgen,Halkların Demokratik Partisi,HDP,https://twitter.com/ayhanbilgen,Kars
Ayhan Yılmaz,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ayhanyilmaz06,Ankara
Aylin Nazlıaka,Cumhuriyet Halk Partisi,CHP,https://twitter.com/AylinNazliaka,Ankara
Aytuğ Atıcı,Cumhuriyet Halk Partisi,CHP,https://twitter.com/aytugatici,Mersin
Ayşe Doğan,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/dtaysedogan,Tekirdağ
Ayşe Gülsün Bilgehan,Cumhuriyet Halk Partisi,CHP,https://twitter.com/GBilgehan,Ankara
Ayşe Nur Bahçekapılı,Adalet ve Kalkınma Partisi,AKP,,İstanbul
Ayşe Sula Köseoğlu,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/aysesula,Trabzon
Ayşenur İslam,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/aysenurlslam,Sakarya
Baki Şimşek,Milliyetçi Hareket Partisi,MHP,https://twitter.com/bakisimsekmhp,Mersin
Barış Karadeniz,Cumhuriyet Halk Partisi,CHP,https://twitter.com/bkaradeniz57,Sinop
Barış Yarkadaş,Cumhuriyet Halk Partisi,CHP,https://twitter.com/barisyarkadas,İstanbul
Behçet Yıldırım,Halkların Demokratik Partisi,HDP,https://twitter.com/yildirimbehcet,Adıyaman
Bennur Karaburun,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/BKaraburun,Bursa
Bihlun Tamaylıgil,Cumhuriyet Halk Partisi,CHP,https://twitter.com/BihlunTamaylgil,İstanbul
Bilal Uçar,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/UcarBilal20,Denizli
Birol Ertem,Cumhuriyet Halk Partisi,CHP,https://twitter.com/CHPbirolertem,Hatay
Burcu Kayıkcı,Cumhuriyet Halk Partisi,CHP,,Afyonkarahisar
Burcu Çelik Özkan,Halkların Demokratik Partisi,HDP,https://twitter.com/avburcucelik,Muş
Burhan Kayatürk,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/Burhan_Kayaturk,Van
Bülent Belen,Milliyetçi Hareket Partisi,MHP,https://twitter.com/BulentBelen59,Tekirdağ
Bülent Tüfenkci,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/bulenttufenkci,Malatya
Bülent Yener Bektaşoğlu,Cumhuriyet Halk Partisi,CHP,https://twitter.com/bybektasoglu,Giresun
Bülent Öz,Cumhuriyet Halk Partisi,CHP,https://twitter.com/CHPBulentOz,Çanakkale
Cahit Bağcı,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/cahitbagci,Çorum
Canan Candemir Çelik,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/CananCCelik,Gaziantep
Celal Dağgez,Milliyetçi Hareket Partisi,MHP,https://twitter.com/CDaggez,Sivas
Celal Doğan,Halkların Demokratik Partisi,HDP,https://twitter.com/celaldgn2727,Gaziantep
Celil Göçer,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/celilgocer,Tokat
Cemal Okan Yüksel,Cumhuriyet Halk Partisi,CHP,https://twitter.com/cemalokanyuksel,Eskişehir
Cemalettin Kaflı,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/cemalettin_kafl,Kocaeli
Cemalettin Kani Torun,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/torunkani,Bursa
Cemil Yıldırım Türk,Milliyetçi Hareket Partisi,MHP,,Kırşehir
Cemil Şeboy,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/cemil_seboy,İzmir
Cengiz Tokmak,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/CengizTokmak,Sinop
Ceyhun İrgil,Cumhuriyet Halk Partisi,CHP,https://twitter.com/ceyhunirgil,Bursa
Coşkun Çakır,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/coskuncakir60,Tokat
Dengir Mir Mehmet Fırat,Halkların Demokratik Partisi,HDP,https://twitter.com/dengirmir1,Mersin
Devrim Kök,Cumhuriyet Halk Partisi,CHP,https://twitter.com/chpdevrimkok,Antalya
Didem Engin,Cumhuriyet Halk Partisi,CHP,https://twitter.com/_DidemEngin,İstanbul
Dilek Öcalan,Halkların Demokratik Partisi,HDP,https://twitter.com/OcalanDilek,Şanlıurfa
Dirayet Taşdemir,Halkların Demokratik Partisi,HDP,https://twitter.com/dilan_dirayet,Ağrı
Durmuş Ali Sarıkaya,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/Aliskaya,İstanbul
Durmuş Fikri Sağlar,Cumhuriyet Halk Partisi,CHP,https://twitter.com/dfikrisaglar,Mersin
Durmuş Yalçın,Milliyetçi Hareket Partisi,MHP,https://twitter.com/yalcin0634,Karabük
Dursun Çiçek,Cumhuriyet Halk Partisi,CHP,https://twitter.com/drdursuncicek,İstanbul
Edib Berk,Halkların Demokratik Partisi,HDP,https://twitter.com/edibberk,Diyarbakır
Edibe Şahin,Halkların Demokratik Partisi,HDP,https://twitter.com/edibe_sahin,Tunceli
Ekmeleddin İhsanoğlu,Milliyetçi Hareket Partisi,MHP,https://twitter.com/profdrihsanoglu,İstanbul
Ekrem Erdem,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/erdemekrem,İstanbul
Elif Doğan Türkmen,Cumhuriyet Halk Partisi,CHP,https://twitter.com/Avturkmen,Adana
Emin Haluk Ayhan,Milliyetçi Hareket Partisi,MHP,https://twitter.com/EminHalukAyhan,Denizli
Emin Çınar,Milliyetçi Hareket Partisi,MHP,https://twitter.com/Cinremin,Kastamonu
Emine Beyza Üstün,Halkların Demokratik Partisi,HDP,https://twitter.com/profdrbeyzaustn,İstanbul
Emre Köprülü,Cumhuriyet Halk Partisi,CHP,https://twitter.com/EmreKoprulu,Tekirdağ
Enise Güneyli,Halkların Demokratik Partisi,HDP,https://twitter.com/eniseguneyli,Mardin
Enver Fehmioğlu,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/enverfehmioglu,Bingöl
Erdal Ataş,Halkların Demokratik Partisi,HDP,https://twitter.com/erdal_atas1,İstanbul
Erdin Bircan,Cumhuriyet Halk Partisi,CHP,https://twitter.com/erdinbircan,Edirne
Erdoğan Özegen,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/erdoganozegenn,Niğde
Erdoğan Özyalçın,Cumhuriyet Halk Partisi,CHP,https://twitter.com/ErdoganOzyalcin,Erzincan
Eren Erdem,Cumhuriyet Halk Partisi,CHP,https://twitter.com/erenerdemnet,İstanbul
Erol Dora,Halkların Demokratik Partisi,HDP,https://twitter.com/ErolDora,Mardin
Ertan Aydın,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ertanaydin,Ankara
Ertuğrul Kürkçü,Halkların Demokratik Partisi,HDP,https://twitter.com/ekurkcuHDP,İzmir
Ertuğrul Soysal,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/drsoysal,Yozgat
Ertuğrul Tolga Orhan,Milliyetçi Hareket Partisi,MHP,https://twitter.com/etorhan09,Gaziantep
Ethem Tolga,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ProfEthemTolga,İstanbul
Fahrettin Oğuz Tor,Milliyetçi Hareket Partisi,MHP,https://twitter.com/oguz_tor,Kahramanmaraş
Faruk Çaturoğlu,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/caturgil,Zonguldak
Faruk Özlü,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/Dr_Faruk_Ozlu,Düzce
Fatma Benli,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/AvFatmaBenli,İstanbul
Fatma Gaye Güler,Adalet ve Kalkınma Partisi,AKP,,Tokat
Fatma Güldemet Sarı,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/fdemetsari,Adana
Fatma Kaplan Hürriyet,Cumhuriyet Halk Partisi,CHP,https://twitter.com/fatmakaplan,Kocaeli
Fatma Seniha Nükhet Hotar,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/hotar_nukhet,İzmir
Faysal Sarıyıldız,Halkların Demokratik Partisi,HDP,https://twitter.com/FaysalSaryldz,Şırnak
Ferhat Encü,Halkların Demokratik Partisi,HDP,https://twitter.com/FerhatEncu,Şırnak
Fevai Arslan,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/FevaiARSLAN,Düzce
Feyzullah Kıyıklık,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/f_kiyiklik,İstanbul
Fikri Demirel,Adalet ve Kalkınma Partisi,AKP,,Yalova
Filiz Kerestecioğlu,Halkların Demokratik Partisi,HDP,https://twitter.com/FilizKer,İstanbul
Gaye Usluer,Cumhuriyet Halk Partisi,CHP,https://twitter.com/GayeUsluer,Eskişehir
Gökcen Özdoğan Enç,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/gokcenenc07,Antalya
Gülay Yedekci Arslan,Cumhuriyet Halk Partisi,CHP,https://twitter.com/gulayyedekci,İstanbul
Gülser Yıldırım,Halkların Demokratik Partisi,HDP,https://twitter.com/yildirimgulser,Mardin
Gürsel Tekin,Cumhuriyet Halk Partisi,CHP,https://twitter.com/gurseltekin34,İstanbul
Hacı Ahmet Özdemir,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/haozdemir,Konya
Halil Erdemir,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/halilerdemir17,Bilecik
Halil Ürün,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/halilurun,Afyonkarahisar
Haluk Pekşen,Cumhuriyet Halk Partisi,CHP,https://twitter.com/halukpeksen,Trabzon
Hamdi Irmak,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/hamdi_irmak,Kırklareli
Hamide Sürücü,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/hamidesrc,Şanlıurfa
Harun Karaca,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/HarunKaraca1,İstanbul
Hasan Basri Kurt,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/hasanbasrikurt,Samsun
Hasan Kökten,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/haskokten,Muğla
Hasan Sert,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/drhasansert,İstanbul
Hasan Özyer,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/hasanozyercom,Muğla
Hatice Seviptekin,Halkların Demokratik Partisi,HDP,https://twitter.com/haticeseviptekn,Siirt
Havva Talay Çalış,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/havva_calis38,Kayseri
Hayati Tekin,Cumhuriyet Halk Partisi,CHP,https://twitter.com/hayatitekin55,Samsun
Haydar Ali Yıldız,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/haydaraliyildiz,İstanbul
Hikmet Ayar,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/AYARHikmet,Rize
Hilmi Bilgin,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/avhilmibilgin,Sivas
Hilmi Yarayıcı,Cumhuriyet Halk Partisi,CHP,https://twitter.com/hilmiyarayici,Hatay
Hüseyin Bürge,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/huseyinburge,İstanbul
Hüseyin Edis,Milliyetçi Hareket Partisi,MHP,https://twitter.com/HuseyinEdis,Samsun
Hüseyin Filiz,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/huseyinnfiliz,Çankırı
Hüseyin Kocabıyık,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/hsyk35,İzmir
Hüseyin Samani,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/HuseyinSamani,Antalya
Hüseyin Çamak,Cumhuriyet Halk Partisi,CHP,https://twitter.com/huseyincamak,Mersin
Hüseyin Özbakır,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ozbakirakparti,Zonguldak
Hüseyin Şahin,Adalet ve Kalkınma Partisi,AKP,,Bursa
Hüsniye Erdoğan,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/HusniyeErdogan,Konya
Kadir Koçdemir,Milliyetçi Hareket Partisi,MHP,https://twitter.com/KadirKocdemir,Bursa
Kadri Yıldırım,Halkların Demokratik Partisi,HDP,https://twitter.com/MamosteKadri,Siirt
Karabey Kadri Karaoğlu,Milliyetçi Hareket Partisi,MHP,https://twitter.com/drkadrikaraoglu,Bayburt
Kemal Tekden,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/KemalTekden,Kayseri
Kemalettin Aydın,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/K_Aydin,Gümüşhane
Kerem Ali Sürekli,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/KSurekli,İzmir
Kıznaz Türkeli,Halkların Demokratik Partisi,HDP,https://twitter.com/znaz_k,Iğdır
Leyla Birlik,Halkların Demokratik Partisi,HDP,https://twitter.com/BirlikLeyla,Şırnak
Leyla Zana,Halkların Demokratik Partisi,HDP,https://twitter.com/leylazanainfo,Ağrı
Lezgin Botan,Halkların Demokratik Partisi,HDP,https://twitter.com/LezginnBotan,Van
Lütfiye İlksen Ceritoğlu Kurt,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ilksen_kurt19,Çorum
Mahmut Poyrazlı,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/poyrazlimahmut,Balıkesir
Mahmut Sami Mallı,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/MahmutSamiMALLI,Ankara
Mazhar Bağlı,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/Mazhar_Bagli,Şanlıurfa
Mazlum Nurlu,Cumhuriyet Halk Partisi,CHP,https://twitter.com/MazlumNurlu,Manisa
Mehmet Akif Hamzaçebi,Cumhuriyet Halk Partisi,CHP,https://twitter.com/Akif_Hamzacebi,İstanbul
Mehmet Ali Aslan,Halkların Demokratik Partisi,HDP,https://twitter.com/HemmedAliAslan,Mardin
Mehmet Alğan,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/MehmetAlgan_,Hatay
Mehmet Babaoğlu,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/mbabaoglu,Konya
Mehmet Emin Adıyaman,Halkların Demokratik Partisi,HDP,https://twitter.com/meminadiyaman_,Iğdır
Mehmet Emin İlhan,Halkların Demokratik Partisi,HDP,https://twitter.com/mehmeteminilhan,Ağrı
Mehmet Emin Şimşek,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/eminsimsekmus,Muş
Mehmet Fatih Atay,Cumhuriyet Halk Partisi,CHP,https://twitter.com/mfatihatay,Aydın
Mehmet Gökdağ,Cumhuriyet Halk Partisi,CHP,https://twitter.com/gokdagantep,Gaziantep
Mehmet Günal,Milliyetçi Hareket Partisi,MHP,https://twitter.com/mehmetgunal07,Antalya
Mehmet Metiner,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/MetinerBasin,İstanbul
Mehmet Müezzinoğlu,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/MuezzinogluDR,Bursa
Mehmet Parsak,Milliyetçi Hareket Partisi,MHP,https://twitter.com/mehmetparsak,Afyonkarahisar
Mehmet Sadık Atay,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/mehmetsadikatay,Aydın
Mehmet Tüm,Cumhuriyet Halk Partisi,CHP,https://twitter.com/mehmettumnet,Balıkesir
Mehmet Uçum,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/mehmetucum,Kars
Mehmet Uğur Dilipak,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/mehmetdilipak,Kahramanmaraş
Mehmet Varol,Milliyetçi Hareket Partisi,MHP,https://twitter.com/mehmetvarolmhp,Nevşehir
Mehmet Yüksel,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/MehmetYukselMlv,Denizli
Mehmet Öntürk,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/mehmetonturk,Hatay
Mehmet İlker Çitil,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/drilkercitil,Kahramanmaraş
Mehmet Şeker,Cumhuriyet Halk Partisi,CHP,https://twitter.com/DrMehmetSeker,Gaziantep
Mehmet Şimşek,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/mehmetesk1974,Gaziantep
Mehmet Şükrü Erdinç,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/MSErdinc,Adana
Melike Basmacı,Cumhuriyet Halk Partisi,CHP,https://twitter.com/MelikeBasmac,Denizli
Metin Külünk,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/mkulunk,İstanbul
Metin Lütfi Baydar,Cumhuriyet Halk Partisi,CHP,https://twitter.com/mlbaydar,Aydın
Metin Çelik,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/avmetincelik,Kastamonu
Mevlüt Dudu,Cumhuriyet Halk Partisi,CHP,https://twitter.com/MevlutDudu,Hatay
Mizgin Irgat,Halkların Demokratik Partisi,HDP,https://twitter.com/mizginirgathdp,Bitlis
Muhammet Rıza Yalçınkaya,Cumhuriyet Halk Partisi,CHP,https://twitter.com/yalcinkayariza,Bartın
Muhammet Uğur Kaleli,Adalet ve Kalkınma Partisi,AKP,,Konya
Muhsin Kızılkaya,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/kizilkayamuhsn,Mersin
Murat Alparslan,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/Murat_Alparslan,Ankara
Murat Başesgioğlu,Milliyetçi Hareket Partisi,MHP,https://twitter.com/mbasesgiolu37,İstanbul
Murat Emir,Cumhuriyet Halk Partisi,CHP,https://twitter.com/muratemirchp,Ankara
Murat Göktürk,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/AvMuratGokturk,Nevşehir
Murat Koç,Milliyetçi Hareket Partisi,MHP,https://twitter.com/muratkocmhp,İzmir
Murat Özçelik,Cumhuriyet Halk Partisi,CHP,,İstanbul
Musa Çam,Cumhuriyet Halk Partisi,CHP,https://twitter.com/musacam,İzmir
Mustafa Afşin Yazıcıoğlu,Adalet ve Kalkınma Partisi,AKP,,İstanbul
Mustafa Akaydın,Cumhuriyet Halk Partisi,CHP,https://twitter.com/m_akaydin,Antalya
Mustafa Balbay,Cumhuriyet Halk Partisi,CHP,https://twitter.com/mustafabalbay,İzmir
Mustafa Baloğlu,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/drmusbaloglu,Konya
Mustafa Canlı,Milliyetçi Hareket Partisi,MHP,,Gümüşhane
Mustafa Erdem,Milliyetçi Hareket Partisi,MHP,https://twitter.com/mustafaerdem_06,Ankara
Mustafa Gökhan Gülşen,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/MGGulsen,Kastamonu
Mustafa Hüsnü Bozkurt,Cumhuriyet Halk Partisi,CHP,https://twitter.com/HsnBozkurt,Konya
Mustafa Mit,Milliyetçi Hareket Partisi,MHP,https://twitter.com/mustafamit58,Ankara
Mustafa Muhammet Gültak,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/mustafagultak,Mersin
Mustafa Sait Gönen,Milliyetçi Hareket Partisi,MHP,https://twitter.com/drsgonen,Konya
Mustafa Yün,Milliyetçi Hareket Partisi,MHP,https://twitter.com/MustafaYun,Kilis
Mustafa İbrahim Turhan,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/Mustafa_DSMI,İzmir
Mustafa İsen,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/profmustafaisen,Sakarya
Mustafa Şahin,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/mustafashn44,Malatya
Mustafa Şükrü Nazlı,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/msnazli,Kütahya
Müslüm Doğan,Halkların Demokratik Partisi,HDP,https://twitter.com/muslumdogan59,İzmir
Naci Ağbal,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/naci_agbal,Bayburt
Naci Bostancı,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/nacibostanci,Amasya
Namık Havutça,Cumhuriyet Halk Partisi,CHP,https://twitter.com/namikhavutca,Balıkesir
Necati Yılmaz,Cumhuriyet Halk Partisi,CHP,https://twitter.com/necatiyilmazank,Ankara
Necdet Ünüvar,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/necdetunuvar,Adana
Nesrim Ulema,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/Nesrinulema,İzmir
